"Ref	Cite_in	DOI	Classe	Sous classe	Super ordre	Ordre	Sous ordre	Famille	Genus	Species	Functional_group	Diet_type	Diet_type_ajout	Ref_ajout_diet	C_mean	C_sd	N_mean	N_sd	P_mean	P_sd	P_MinMax	C/N_mean	C/N_sd	C/P_mean	C/P_sd	N/P	DryMass (g)	DryMass_sd (g)	DryMass_ajout	DryMass_sd_ajout	Ref_ajout_DryMass	WetMass (g)	WetMass_ajout	Ref_ajout_WetMass	Body_length(m)	Body_length_sd(m)	C_mean_sample_size	N_mean_sample-size	P_mean_sample_size	Mass_sample_size	Age_Stage(???)	Biome	Biome ajout	Ref biome ajout	Stoichio data source	Body_mass data source	Observation	Agent	Organism_source	Stoichio_analysis	Nitrogen_calc_from_prot	Ratio_method";
"Fagan_2002		10.1086/343879							Hyphantria	cunea	Invert	H					7.9																		0.013							Terrestrial						JS				0";
"Fagan_2002		10.1086/343879							Lymantria	dispar	Invert	H					9.5																			0.0225						Terrestrial						JS				0";
"Fagan_2002		10.1086/343879							Lymantria	monacha	Invert	H					9.3																		0.0135							Terrestrial						JS				0";
"Fagan_2002		10.1086/343879							Callosamia	promethea	Invert	H					8.8																		0.025							Terrestrial						JS				0";
"Fagan_2002		10.1086/343879							Hyalophora	cecropia	Invert	H					9																		0.0315							Terrestrial						JS				0";
"Fagan_2002		10.1086/343879							Manduca	sexta	Invert	H					9.5																			0.058						Terrestrial						JS				0";
"Fagan_2002		10.1086/343879							Sphinx		Invert	H					8.2																		0.038							Terrestrial						JS				0";
"Fagan_2002		10.1086/343879							Encoptolophus	sordidus	Invert	H					11.3																		0.0231							Terrestrial						JS				0";
"Fagan_2002		10.1086/343879							Melanoplus	angustipennis	Invert	H					11.8																			0.019						Terrestrial						JS				0";
"Fagan_2002		10.1086/343879							Melanoplus	dawsoni	Invert	H					12.6																		0.0152							Terrestrial						JS				0";
"Fagan_2002		10.1086/343879							Melanoplus	femurrubrum	Invert	H					11.4																		0.0224							Terrestrial						JS				0";
"Fagan_2002		10.1086/343879							Melanoplus	packardii	Invert	H					11																		0.031							Terrestrial						JS				0";
"Fagan_2002		10.1086/343879							Melanoplus		Invert	H					12																		0.023							Terrestrial						JS				0";
"Fagan_2002		10.1086/343879							Nomadacris	septemfasciata	Invert	H					7.4																			0.05						Terrestrial						JS				0";
"Fagan_2002		10.1086/343879							Orphulella	pelidna	Invert	H					12.054																		0.017						Larva	Terrestrial						JS				0";
"Fagan_2002		10.1086/343879							Pardalophora	apiculata	Invert	H					11.6																			0.0304						Terrestrial						JS				0";
"Fagan_2002		10.1086/343879							Pasimachus		Invert	C					10.74																		0.0285						Larva	Terrestrial						JS				0";
"Fagan_2002		10.1086/343879						Vespidae			Invert	C					12.3																			0.01						Terrestrial						JS				0";
"Guo_2018		10.4194/1303-2712-v18_2_03							Ctenopharyngodon	idella	Fish		H	Hlckling_1966	43.93	0.69	9.05	0.09	1.93	0.08									118.73546934067		From wet mass	505.33									5 mois	Freshwater						JS	Aquaculture	Whole body	No	0";
"Guo_2018		10.4194/1303-2712-v18_2_03							Ctenopharyngodon	idella	Fish		H	Hlckling_1966	45.01	0.19	9.06	0.36	1.97	0.1									160.011981519		From wet mass	681									6 mois	Freshwater						JS	Aquaculture	Whole body	No	0";
"Guo_2018		10.4194/1303-2712-v18_2_03							Ctenopharyngodon	idella	Fish		H	Hlckling_1966	47.51	0.85	9.97	0.15	2.03	0.04									242.87751092033		From wet mass	1033.67									7 mois	Freshwater						JS	Aquaculture	Whole body	No	0";
"Guo_2018		10.4194/1303-2712-v18_2_03							Ctenopharyngodon	idella	Fish		H	Hlckling_1966	48.02	0.18	9.45	0.3	2.06	0.04									316.734436252		From wet mass	1348									8 mois	Freshwater						JS	Aquaculture	Whole body	No	0";
"Guo_2018		10.4194/1303-2712-v18_2_03							Ctenopharyngodon	idella	Fish		H	Hlckling_1966	50.39	1.16	8.69	0.15	2.05	0.1									507.36956248667		From wet mass	2159.33									9 mois	Freshwater						JS	Aquaculture	Whole body	No	0";
"Guo_2018		10.4194/1303-2712-v18_2_03							Ctenopharyngodon	idella	Fish		H	Hlckling_1966	50.26	1	10.2	1.32	2.03	0.05									588.27782345033		From wet mass	2503.67									10 mois	Freshwater						JS	Aquaculture	Whole body	No	0";
"Guo_2018		10.4194/1303-2712-v18_2_03							Cyprinus	carpio	Fish		O	Lamarra 1975	44.51	1.15	10.23	0.54	1.67	0.05									87.56485338133		From wet mass	372.67									5 mois	Freshwater						JS	Aquaculture	Whole body	No	0";
"Guo_2018		10.4194/1303-2712-v18_2_03							Cyprinus	carpio	Fish		O	Lamarra 1975	45.94	0.18	9.46	0.13	1.71	0.07									102.99273400767		From wet mass	438.33									6 mois	Freshwater						JS	Aquaculture	Whole body	No	0";
"Guo_2018		10.4194/1303-2712-v18_2_03							Cyprinus	carpio	Fish		O	Lamarra 1975	46.89	1.36	9.29	0.2	1.82	0.08									199.486302951		From wet mass	849									7 mois	Freshwater						JS	Aquaculture	Whole body	No	0";
"Guo_2018		10.4194/1303-2712-v18_2_03							Cyprinus	carpio	Fish		O	Lamarra 1975	48.61	0.51	8.52	0.38	1.92	0.04									232.381570811		From wet mass	989									8 mois	Freshwater						JS	Aquaculture	Whole body	No	0";
"Guo_2018		10.4194/1303-2712-v18_2_03							Cyprinus	carpio	Fish		O	Lamarra 1975	48.35	1.19	9.79	0.14	2.06	0.05									294.412647347		From wet mass	1253									9 mois	Freshwater						JS	Aquaculture	Whole body	No	0";
"Guo_2018		10.4194/1303-2712-v18_2_03							Cyprinus	carpio	Fish		O	Lamarra 1975	48.37	1.26	9.05	0.49	2.03	0.05									347.280042122		From wet mass	1478									10 mois	Freshwater						JS	Aquaculture	Whole body	No	0";
"Guo_2018		10.4194/1303-2712-v18_2_03							Oreochromis	niloticus	Fish		C	El-Sayed_2008	51.56	0.73	7.53	0.16	2.91	0.07									25.141383293		From wet mass	107									5 mois	Freshwater						JS	Aquaculture	Whole body	No	0";
"Guo_2018		10.4194/1303-2712-v18_2_03							Oreochromis	niloticus	Fish		C	El-Sayed_2008	49.94	0.53	8.12	0.34	3.05	0.21									46.288341203		From wet mass	197									6 mois	Freshwater						JS	Aquaculture	Whole body	No	0";
"Guo_2018		10.4194/1303-2712-v18_2_03							Oreochromis	niloticus	Fish		C	El-Sayed_2008	49.38	1.32	8.65	0.12	3.11	0.06									81.768237252		From wet mass	348									7 mois	Freshwater						JS	Aquaculture	Whole body	No	0";
"Guo_2018		10.4194/1303-2712-v18_2_03							Oreochromis	niloticus	Fish		C	El-Sayed_2008	49.15	1.91	7.81	0.01	3.23	0.06									114.03614536067		From wet mass	485.33									8 mois	Freshwater						JS	Aquaculture	Whole body	No	0";
"Guo_2018		10.4194/1303-2712-v18_2_03							Oreochromis	niloticus	Fish		C	El-Sayed_2008	51.32	0.81	8.66	0.24	3.33	0.07									162.04913846433		From wet mass	689.67									9 mois	Freshwater						JS	Aquaculture	Whole body	No	0";
"Guo_2018		10.4194/1303-2712-v18_2_03							Oreochromis	niloticus	Fish		C	El-Sayed_2008	48.85	1.22	7.87	0.13	3.41	0.04									181.393905628		From wet mass	772									10 mois	Freshwater						JS	Aquaculture	Whole body	No	0";
"Milanovich_2015		10.1111/fwb.12572							Desmognathus	ocoee	Amphibian		C	Bernardo_2003	46.4	1.8	12	0.4	2	0.3		4.51111111111111	0.2	61.3	13.6	13.5			20.4652736		From wet mass	100									Larval	Freshwater				moyenne a l'espece		JS	Field	Whole body (gutted)	No	molar";
"Milanovich_2015		10.1111/fwb.12572							Desmognathus	ocoee	Amphibian		C	Bernardo_2003	44.5	2	12.3	0.7	2	0.2		4.22086720867209	0.2	62.3	7.8	14.8			20.4652736		From wet mass	100									Larval	Freshwater						JS	Field	Whole body (gutted)	No	molar";
"Milanovich_2015		10.1111/fwb.12572							Desmognathus	ocoee	Amphibian		C	Bernardo_2003	45.3	1.4	12.1	0.7	2	0.3		4.36776859504132	0.1	60.1	8.9	13.8			20.4652736		From wet mass	100									Larval	Freshwater						JS	Field	Whole body (gutted)	No	molar";
"Milanovich_2015		10.1111/fwb.12572							Desmognathus	ocoee	Amphibian		C	Bernardo_2003	43.6	3.4	11.7	1	2	0.3		4.34757834757835	0.2	58.7	7.8	13.5			20.4652736		From wet mass	100									Larval	Freshwater						JS	Field	Whole body (gutted)	No	molar";
"Milanovich_2015		10.1111/fwb.12572							Desmognathus	ocoee	Amphibian		C	Bernardo_2003	43.9	3	11.8	0.9	2.3	0.6		4.34039548022599	0.2	50.7	11	11.6			20.4652736		From wet mass	100									Larval	Freshwater						JS	Field	Whole body (gutted)	No	molar";
"Milanovich_2015		10.1111/fwb.12572							Desmognathus	quadramaculatus	Amphibian		C	Wake_2000	44.4	3.2	12	1	3	0.9		4.31666666666667	0.1	43.2	16.2	10			182.14093504		From wet mass	890									Larval	Freshwater						JS	Field	Whole body (gutted)	No	molar";
"Milanovich_2015		10.1111/fwb.12572							Desmognathus	quadramaculatus	Amphibian		C	Wake_2000	42.5	2	11.9	0.9	3	0.9		4.16666666666667	0.2	38.8	11.4	9.4			182.14093504		From wet mass	890									Larval	Freshwater						JS	Field	Whole body (gutted)	No	molar";
"Milanovich_2015		10.1111/fwb.12572							Desmognathus	quadramaculatus	Amphibian		C	Wake_2000	42.7	2.1	11.6	0.6	2.5	0.8		4.29454022988506	0.1	49.2	16.7	11.5			182.14093504		From wet mass	890									Larval	Freshwater						JS	Field	Whole body (gutted)	No	molar";
"Milanovich_2015		10.1111/fwb.12572							Desmognathus	quadramaculatus	Amphibian		C	Wake_2000	41.4	3.2	11.1	1	3	0.9		4.35135135135135	0.2	39.3	14.3	9.1			182.14093504		From wet mass	890									Larval	Freshwater						JS	Field	Whole body (gutted)	No	molar";
"Milanovich_2015		10.1111/fwb.12572							Desmognathus	quadramaculatus	Amphibian		C	Wake_2000	44.3	2.1	12.1	0.7	3.3	1.5		4.27134986225895	0.1	42	18.7	9.9			182.14093504		From wet mass	890									Larval	Freshwater						JS	Field	Whole body (gutted)	No	molar";
"Milanovich_2015		10.1111/fwb.12572							Eurycea	wilderae	Amphibian		C	Trice_2015	47.1	1.1	12.6	0.4	1.9	0.44		4.36111111111111	0.1	64.7	9.3	14.8			12.27916416		From wet mass	60									Larval	Freshwater						JS	Field	Whole body (gutted)	No	molar";
"Milanovich_2015		10.1111/fwb.12572							Eurycea	wilderae	Amphibian		C	Trice_2015	45.2	1.4	13.2	0.7	1.8	0.4		3.9949494949495	0.2	67.8	13.5	17			12.27916416		From wet mass	60									Larval	Freshwater						JS	Field	Whole body (gutted)	No	molar";
"Milanovich_2015		10.1111/fwb.12572							Eurycea	wilderae	Amphibian		C	Trice_2015	46.4	1.7	12.4	0.5	1.3	0.2		4.36559139784946	0.1	89.9	10.1	20.6			12.27916416		From wet mass	60									Larval	Freshwater						JS	Field	Whole body (gutted)	No	molar";
"Milanovich_2015		10.1111/fwb.12572							Eurycea	wilderae	Amphibian		C	Trice_2015	45.8	1	12.5	0.4	1.7	0.5		4.27466666666667	0.1	84.8	53.2	20			12.27916416		From wet mass	60									Larval	Freshwater						JS	Field	Whole body (gutted)	No	molar";
"Milanovich_2015		10.1111/fwb.12572							Eurycea	wilderae	Amphibian		C	Trice_2015	46.4	1.3	12.7	0.4	1.9	0.2		4.26246719160105	0.1	68	9	16			12.27916416		From wet mass	60									Larval	Freshwater						JS	Field	Whole body (gutted)	No	molar";
"Mouginot_et_al_2014		10.1016/j.soilbio.2014.05.011							Alternaria		Microbe											11.1	1.63	243	67.8	22.4																						JS	Cultured		No	molar";
"Mouginot_et_al_2014		10.1016/j.soilbio.2014.05.011							Hypocrea	koningii	Microbe											17.4	4.56	106	4.8	6.39																						JS	Cultured		No	molar";
"Mouginot_et_al_2014		10.1016/j.soilbio.2014.05.011							Hypocreales		Microbe											5.22	0.07	76	1.995	14.7																						JS	Cultured		No	molar";
"Mouginot_et_al_2014		10.1016/j.soilbio.2014.05.011							Hypocreales		Microbe											13.5	3.22	215	65.5	16.4																						JS	Cultured		No	molar";
"Mouginot_et_al_2014		10.1016/j.soilbio.2014.05.011							Davidiella		Microbe											9.42	1.65	256	37.3	27.3																						JS	Cultured		No	molar";
"Mouginot_et_al_2014		10.1016/j.soilbio.2014.05.011							Davidiella		Microbe											14	2.72	223	62.9	16.3																						JS	Cultured		No	molar";
"Mouginot_et_al_2014		10.1016/j.soilbio.2014.05.011							Pleosporales		Microbe											5.29	0.18	81.5	3.55	15.4																						JS	Cultured		No	molar";
"Mouginot_et_al_2014		10.1016/j.soilbio.2014.05.011							Cercophora		Microbe											6.32	0.81	45.7	4.06	7.26																						JS	Cultured		No	molar";
"Mouginot_et_al_2014		10.1016/j.soilbio.2014.05.011							Alternaria		Microbe											12.2	0.42	50.7	13.8	4.15																						JS	Cultured		No	molar";
"Mouginot_et_al_2014		10.1016/j.soilbio.2014.05.011							Fusarium		Microbe											28.2	7.32	64	12.6	1.87																						JS	Cultured		No	molar";
"Mouginot_et_al_2014		10.1016/j.soilbio.2014.05.011							Capronia	brabeji	Microbe											9.72	0.06	87.6	12.5	9.01																						JS	Cultured		No	molar";
"Mouginot_et_al_2014		10.1016/j.soilbio.2014.05.011							Sordariomycetes		Microbe											12.5	1.15	168	9.76	13.5																						JS	Cultured		No	molar";
"Mouginot_et_al_2014		10.1016/j.soilbio.2014.05.011							Gibberella		Microbe											10.6	1.29	89.3	16	8.66																						JS	Cultured		No	molar";
"Mouginot_et_al_2014		10.1016/j.soilbio.2014.05.011							Tetracladium		Microbe											10.1	1.24	69.5	8.67	6.94																						JS	Cultured		No	molar";
"Mouginot_et_al_2014		10.1016/j.soilbio.2014.05.011							Lewia		Microbe											5.98	0.31	54.5	0.74	9.13																						JS	Cultured		No	molar";
"Mouginot_et_al_2014		10.1016/j.soilbio.2014.05.011							Neofusicoccium		Microbe											20.8	12.7	101	38.9	5.6																						JS	Cultured		No	molar";
"Mouginot_et_al_2014		10.1016/j.soilbio.2014.05.011							Dothideomycetes		Microbe											4.93	0.03	102	7.65	20.7																						JS	Cultured		No	molar";
"Mouginot_et_al_2014		10.1016/j.soilbio.2014.05.011							Dothideomycetes		Microbe											8.66	0.93	185	12.5	22																						JS	Cultured		No	molar";
"Mouginot_et_al_2014		10.1016/j.soilbio.2014.05.011							Helotiales		Microbe											9.81	1.02	124	33.5	12.5																						JS	Cultured		No	molar";
"Mouginot_et_al_2014		10.1016/j.soilbio.2014.05.011							Dothidea		Microbe											15.2	1.86	316	119	21.2																						JS	Cultured		No	molar";
"Mouginot_et_al_2014		10.1016/j.soilbio.2014.05.011							Phaeomoniella		Microbe											10.2	0.63	225	47.4	22																						JS	Cultured		No	molar";
"Mouginot_et_al_2014		10.1016/j.soilbio.2014.05.011							Kabatiella	bupleuri	Microbe											10.3	3.54	180	29.3	19.5																						JS	Cultured		No	molar";
"Mouginot_et_al_2014		10.1016/j.soilbio.2014.05.011							Pleosporales		Microbe											4.92	0.1	102	8.25	20.8																						JS	Cultured		No	molar";
"Mouginot_et_al_2014		10.1016/j.soilbio.2014.05.011							Pleosporales		Microbe											5.52	0.67	69.4	8.45	12.6																						JS	Cultured		No	molar";
"Mouginot_et_al_2014		10.1016/j.soilbio.2014.05.011							Exophiala		Microbe											4.88	0.41	74.1	3.09	15.2																						JS	Cultured		No	molar";
"Mouginot_et_al_2014		10.1016/j.soilbio.2014.05.011							Pleurophoma		Microbe											6.72	0.05	80.9	11.7	12																						JS	Cultured		No	molar";
"Mouginot_et_al_2014		10.1016/j.soilbio.2014.05.011							Phaeosphaeria		Microbe											6.48	7.74	64.8	38.2	16.9																						JS	Cultured		No	molar";
"Mouginot_et_al_2014		10.1016/j.soilbio.2014.05.011							Helotiales		Microbe											5.3	0.21	103	12.5	19.4																						JS	Cultured		No	molar";
"Mouginot_et_al_2014		10.1016/j.soilbio.2014.05.011							Epicoccum	nigrum	Microbe											6.31	0	76.7	7.45	12.2																						JS	Cultured		No	molar";
"Mouginot_et_al_2014		10.1016/j.soilbio.2014.05.011							Cryptococcus		Microbe											4.57	0.1	90	3.71	19.7																						JS	Cultured		No	molar";
"Mouginot_et_al_2014		10.1016/j.soilbio.2014.05.011							Cryptococcus		Microbe											9.69	1.12	188	20.8	19.5																						JS	Cultured		No	molar";
"Mouginot_et_al_2014		10.1016/j.soilbio.2014.05.011							Rhodotorula.	benthica	Microbe											4.55	0.05	169	49	37.1																						JS	Cultured		No	molar";
"Mouginot_et_al_2014		10.1016/j.soilbio.2014.05.011							Rhodotorula		Microbe											4.63	0.02	92.2	6.75	19.9																						JS	Cultured		No	molar";
"Mouginot_et_al_2014		10.1016/j.soilbio.2014.05.011							Cryptococcus		Microbe											12.6	2.08	178	24.8	21.3																						JS	Cultured		No	molar";
"Mouginot_et_al_2014		10.1016/j.soilbio.2014.05.011							Cryptococcus		Microbe											6.3	0.51	41.6	0.94	6.62																						JS	Cultured		No	molar";
"Mouginot_et_al_2014		10.1016/j.soilbio.2014.05.011							Cryptococcus		Microbe											5.89	0.17	69.9	2.41	11.9																						JS	Cultured		No	molar";
"Mouginot_et_al_2014		10.1016/j.soilbio.2014.05.011							Cryptococcus		Microbe											11.3	0.57	227	3.71	31.1																						JS	Cultured		No	molar";
"Mouginot_et_al_2014		10.1016/j.soilbio.2014.05.011							Cryptococcus		Microbe											4.68	0.19	75.2	2.88	16.1																						JS	Cultured		No	molar";
"Mouginot_et_al_2014		10.1016/j.soilbio.2014.05.011							Mucor	flavus	Microbe											6.99	0.49	128	7	18.4																						JS	Cultured		No	molar";
"Mouginot_et_al_2014		10.1016/j.soilbio.2014.05.011							Mucor	racemosus	Microbe											8.07	0.05	75.9	15.8	9.4																						JS	Cultured		No	molar";
"Mouginot_et_al_2014		10.1016/j.soilbio.2014.05.011							Mucor	racemosus	Microbe											8.92	0.98	78.8	13.6	9.01																						JS	Cultured		No	molar";
"Mouginot_et_al_2014		10.1016/j.soilbio.2014.05.011							Curtobacterium		Microbe											4.4	0.84	121	9.49	28.2																						JS	Cultured		No	molar";
"Mouginot_et_al_2014		10.1016/j.soilbio.2014.05.011							Curtobacterium		Microbe											4.58	0.93	70.9	17.5	16.2																						JS	Cultured		No	molar";
"Mouginot_et_al_2014		10.1016/j.soilbio.2014.05.011						Nocardioidaceae			Microbe											5.78	0.22	98.9	22.8	17.1																						JS	Cultured		No	molar";
"Mouginot_et_al_2014		10.1016/j.soilbio.2014.05.011							Cryocola		Microbe											4.03	0.42	53.2	5.17	13.2																						JS	Cultured		No	molar";
"Mouginot_et_al_2014		10.1016/j.soilbio.2014.05.011							N.	bacterium	Microbe											4.03	0.94	87.7	3.06	22.5																						JS	Cultured		No	molar";
"Mouginot_et_al_2014		10.1016/j.soilbio.2014.05.011							Curtobacterium	flaccumfaciens	Microbe											5.39	0.63	69.5	0.15	13																						JS	Cultured		No	molar";
"Mouginot_et_al_2014		10.1016/j.soilbio.2014.05.011							Curtobacterium	flaccumfaciens	Microbe											4.13	0.63	76.9	2.17	18.8																						JS	Cultured		No	molar";
"Mouginot_et_al_2014		10.1016/j.soilbio.2014.05.011							Curtobacterium	flaccumfaciens	Microbe											4.68	0.42	128	40.6	27.7																						JS	Cultured		No	molar";
